Activité;Dénomination;Adresse complète;Commune;Code Postal;;Longitude;Latitude;;Lien_Tableau_Dynamique
Travaux de plâtrerie;3P PLATRERIE PEINTURE PHILIPPE philippe; 5 RUE VOLTAIRE 69200 VENISSIEUX;VENISSIEUX;69200;;4,894618;45,699975;;
Travaux de plâtrerie;BERNAY alain;LE CLOS DU VERGER 378 ROUTE DE RIOTTIER 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,72461;45,982631;;
Travaux de plâtrerie;ETABLISSEMENTS ANTHONIOZ; 42 AVENUE KARL MARX 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,938582;45,777427;;
Travaux de plâtrerie;TEKIN zekeriya; 36 RUE SOEUR JANIN 69005 LYON;LYON;69005;;4,798808;45,761535;;
Travaux de plâtrerie;GAGNIOUD jean-baptiste; 100 CHEMIN DES FONTS 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,790048;45,741272;;
Travaux de revètements des sols et des murs;MRJ fabrice; 49 COURS VITTON 69006 LYON;LYON;69006;;4,854353;45,769734;;
Travaux de peinture et vitrerie;SOC EXPLOITATION ETS COLOMBAN JEAN; 2 PLACE JOSEPH CINELLI 69360 SAINT-SYMPHORIEN-D'OZON;SAINT-SYMPHORIEN-D'OZON;69360;;4,856487;45,631506;;
Travaux de peinture et vitrerie;GONCALVES PEREIRA domingos; 18 ROUTE DE LYON 69250 FLEURIEU-SUR-SAONE;FLEURIEU-SUR-SAONE;69250;;4,840296;45,864291;;
Travaux de peinture et vitrerie;MAYOR enrique; 21 RUE ANTONIN PERRIN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885155;45,759226;;
Travaux de peinture et vitrerie;MENDES ishan; 59 RUE PAUL VERLAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880546;45,764471;;
Travaux de plâtrerie;JARDIM filipe; 3 RUE SAINT AGNAN 69008 LYON;LYON;69008;;4,86288;45,740605;;
Travaux de plâtrerie;GRIPP; 140 RUE DE LA POUDRETTE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,920791;45,754521;;
Travaux de revètements des sols et des murs;PONTE daniel; 192 RUE DU BEAUJOLAIS 69830 SAINT-GEORGES-DE-RENEINS;SAINT-GEORGES-DE-RENEINS;69830;;4,716133;46,062309;;
Travaux de plâtrerie;DELGADO jose; 4 AVENUE GABRIEL PERI 69250 ALBIGNY-SUR-SAONE;ALBIGNY-SUR-SAONE;69250;;4,832187;45,873951;;
Travaux de peinture et vitrerie;AMBIANCE DECO jean; 170 CHEMIN DU LANCHET 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,886605;45,810478;;
Travaux de plâtrerie;ERBA;PARC ACTIVITES REPUBLIQUE CARNOT 6 ALLEE DES ERABLES 69200 VENISSIEUX;VENISSIEUX;69200;;4,867442;45,708996;;
Autres travaux de finition;ENTREPRISE GATILLE; 10 RUE SAINT GEORGES 69005 LYON;LYON;69005;;4,82547;45,758919;;
Travaux de revètements des sols et des murs;RATTIE philippe; 13 RUE DES MARAICHERS 69420 AMPUIS;AMPUIS;69420;;4,808129;45,487073;;
Travaux de revètements des sols et des murs;ENTREPRISE BONELLO;ZA TERRE VALET 1 AVENUE DES CATELINES 69720 SAINT-LAURENT-DE-MURE;SAINT-LAURENT-DE-MURE;69720;;5,048082;45,691553;;
Travaux de peinture et vitrerie;GRANITE jean;   NOTRE DAME DE LIMON 69360 SIMANDRES;SIMANDRES;69360;;4,85519;45,598455;;
Travaux de revètements des sols et des murs;HORIZON CARRELAGE; 10 RUE DE VENISE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,898668;45,766763;;
Travaux de revètements des sols et des murs;BSR; 38 RUE PIERRE MENDES FRANCE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,935993;45,781595;;
Travaux de peinture et vitrerie;BOUSSON denis; 24 CHEMIN DU MILON 69126 BRINDAS;BRINDAS;69126;;4,704638;45,708005;;
Travaux de peinture et vitrerie;PORTES DES ALPES; 16 IMPASSE DE L'HIPPODROME 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,916409;45,71901;;
Travaux de peinture et vitrerie;KOT roman;BAT 11B 10 AVENUE DE MENIVAL 69005 LYON;LYON;69005;;4,786042;45,756849;;
Travaux de peinture et vitrerie;F & A; 350 ROUTE DU TILLEUL 69270 CAILLOUX-SUR-FONTAINES;CAILLOUX-SUR-FONTAINES;69270;;4,87742;45,856414;;
Travaux de peinture et vitrerie;SARL LAURINO ET CIE; 162 RUE DU GENERAL DE GAULLE 69530 BRIGNAIS;BRIGNAIS;69530;;4,753264;45,672023;;
Travaux de plâtrerie;KRICH markus; 636  LA GOYENCHE 69510 THURINS;THURINS;69510;;4,6702979;45,6815139;;
Travaux de peinture et vitrerie;SOUIHI abbes; 93 RUE DE LA REPUBLIQUE 69330 MEYZIEU;MEYZIEU;69330;;5,004689;45,767032;;
Travaux de revètements des sols et des murs;CALAIS alain;CZ ANDREA CHRISTIANE 32 AVENUE DU BOUTAREY 69580 SATHONAY-CAMP;SATHONAY-CAMP;69580;;4,878082;45,826809;;
Travaux de plâtrerie;ERDOGAN ali; 20 RUE CLAUDE DEBUSSY 69200 VENISSIEUX;VENISSIEUX;69200;;4,874364;45,698099;;
Travaux de peinture et vitrerie;TEMINI aref; 8 RUE VLADIMIR KOMAROV 69200 VENISSIEUX;VENISSIEUX;69200;;4,873991;45,690455;;
Travaux de peinture et vitrerie;GAREL raoul; 22 RUE PIERRE AUDRY 69009 LYON;LYON;69009;;4,805747;45,765371;;
Travaux de revètements des sols et des murs;VECORAMA; 26 RUE LOUIS GUERIN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,860125;45,777208;;
Travaux de plâtrerie;SAPIN michel; 32 CHEMIN DU MARTORET 69290 GREZIEU-LA-VARENNE;GREZIEU-LA-VARENNE;69290;;4,697416;45,737536;;
Travaux de peinture et vitrerie;SEKER saban; 102 PLACE LAURENT BONNEVAY 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,948558;45,692895;;
Autres travaux de finition;MOISSONNIER herve;LES VERCHERES 491 CHEMIN DE L'ETANG 69210 CHEVINAY;CHEVINAY;69210;;4,590511;45,780613;;
Travaux de peinture et vitrerie;ALES;PARC D ACTIVITE HENAFF 22 AVENUE EUGENE HENAFF 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,928921;45,774926;;
Travaux de peinture et vitrerie;SEVE patrick; 25 CHEMIN DU BUYAT 69370 SAINT-DIDIER-AU-MONT-D'OR;SAINT-DIDIER-AU-MONT-D'OR;69370;;4,806369;45,819434;;
Travaux de plâtrerie;LAPIERRE patrick; 15 RUE CHANTECLAIR 69005 LYON;LYON;69005;;4,783633;45,74568;;
Autres travaux de finition;AGOBIAN zareh; 2 RUE JOSEPH BRENIER 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,95804;45,76827;;
Travaux de revètements des sols et des murs;TRABUCCO; 32 RUE DE LA BATTERIE 69500 BRON;BRON;69500;;4,913202;45,746333;;
Travaux de peinture et vitrerie;PAQUELET jean-luc;  CHEMIN DE PIERRE FOLLE 69380 SAINT-JEAN-DES-VIGNES;SAINT-JEAN-DES-VIGNES;69380;;4,677157;45,876908;;
Travaux de peinture et vitrerie;CORDENOD pierre; 71 RUE ETROITE 69930 SAINT-CLEMENT-LES-PLACES;SAINT-CLEMENT-LES-PLACES;69930;;4,423011;45,753156;;
Travaux de plâtrerie;ENTREPRISE JEAN GABRIEL mickael; 5 AVENUE MARC SANGNIER 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,848982;45,797958;;
Travaux de peinture et vitrerie;PEINTUNIL mohamed; 28 BOULEVARD DES PROVINCES 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,798947;45,748356;;
Travaux de peinture et vitrerie;VILLEGAS dominique; 16 LOTISSEMENT DE LA PERRIERE 69510 THURINS;THURINS;69510;;4,640684;45,686533;;
Travaux de plâtrerie;SOCIETE TRADI PLATRE; 13 MONTEE DE LA SAUVAGIE 69360 TERNAY;TERNAY;69360;;4,805238;45,607763;;
Travaux de revètements des sols et des murs;SANCHEZ christian;LE PLEIN OUEST  CHEMIN DE BOULOGNE 69210 BULLY;BULLY;69210;;4,579165;45,855824;;
Travaux de peinture et vitrerie;CHARKAOUI hassan; 2 AVENUE MARCEL CACHIN 69200 VENISSIEUX;VENISSIEUX;69200;;4,876283;45,692231;;
Agencement de lieux de ventes;DESPERRIER; 210 ROUTE DU PIZAY 69220 BELLEVILLE-EN-BEAUJOLAIS;BELLEVILLE-EN-BEAUJOLAIS;69220;;4,72694;46,129907;;
Travaux de revètements des sols et des murs;SOCIETE NOUVELLE DE CARRELAGE;ZAC DES ANDRES 95 RUE DU PRE MAGNE 69126 BRINDAS;BRINDAS;69126;;4,699237;45,720868;;
Travaux de peinture et vitrerie;BJB; 268 CHEMIN DU NIZY 69620 THEIZE;THEIZE;69620;;4,595936;45,937677;;
Travaux de peinture et vitrerie;PREBIN isabelle; 21 GRANDE RUE DE LA CROIX-ROUSSE 69004 LYON;LYON;69004;;4,832161;45,777321;;
Travaux de peinture et vitrerie;CREQUI PEINTURE RENOVATION; 62 RUE TETE D'OR 69006 LYON;LYON;69006;;4,852584;45,767844;;
Travaux de peinture et vitrerie;SOC EXPLOIT ETABLISSEMENT VERDIER; 30 AVENUE GALLIENI 69500 BRON;BRON;69500;;4,930068;45,742874;;
Travaux de plâtrerie;DOS SANTOS antonio; 64 CHEMIN DE MONTGAY 69270 FONTAINES-SUR-SAONE;FONTAINES-SUR-SAONE;69270;;4,862561;45,827033;;
Travaux de peinture et vitrerie;SORIPEINT - SOCIETE RILLIARDE DE PEINTURE; 115 ROUTE DE STRASBOURG 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,877046;45,800193;;
Travaux de peinture et vitrerie;LAVIEVILLE jean; 20 RUE PERE CHEVRIER 69007 LYON;LYON;69007;;4,842811;45,74952;;
Travaux de peinture et vitrerie;ETS ARSLAN BAT bunyamin; 50 RUE ANDRE BOLLIER 69007 LYON;LYON;69007;;4,830093;45,7343;;
Travaux de peinture et vitrerie;GARCIA christian; 17 RUE DES DEUX FERMES 69500 BRON;BRON;69500;;4,913645;45,740769;;
Travaux de plâtrerie;LADOGANA ettore;ALLEE A 25 RUE ANTONIN PERRIN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885189;45,758953;;
Travaux de revètements des sols et des murs;MOREIRA jose;RESIDENCE BOIS D'OZON 1 RUE DE LA PISCINE 69360 SAINT-SYMPHORIEN-D'OZON;SAINT-SYMPHORIEN-D'OZON;69360;;4,867101;45,633079;;
Travaux de peinture et vitrerie;PROWAR INDUSTRIE;ZONE D ACTIVITE EST DE LA ZUP 31 RUE LOUIS SAILLANT 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,941999;45,778599;;
Travaux de plâtrerie;BENTATA mansour; 18 RUE ALFRED BERAUD 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,920706;45,77304;;
Travaux de revètements des sols et des murs;NET SOL EXPANSION; 17 RUE EMILE ZOLA 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,939656;45,763421;;
Travaux de plâtrerie;SOCIETE CREATIONS ET MOULAGES D'ART;LIEUDIT LA RICHASSIERE 662 RUE DES JONCHERES 69730 GENAY;GENAY;69730;;4,820959;45,897988;;
Travaux de plâtrerie;BOTICAS TEIXEIRA francisco; 712 CHEMIN DU MATHIAS 69760 LIMONEST;LIMONEST;69760;;4,764111;45,834374;;
Travaux de revètements des sols et des murs;STORIA;ANGLE 10 RUE BENOIST MARY 11 RUE DE LA FAVORITE 69005 LYON;LYON;69005;;4,81168;45,757622;;
Travaux de peinture et vitrerie;CHATEAUX john; 4 BOULEVARD DU RAQUIN 69680 CHASSIEU;CHASSIEU;69680;;4,975941;45,737132;;
Travaux de peinture et vitrerie;NOUVELLE VERSION; 24 RUE BONNAND 69003 LYON;LYON;69003;;4,885073;45,752518;;
Travaux de plâtrerie;DISTEFANO jean; 46 RUE CHATEAU GAILLARD 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885383;45,776853;;
Travaux de plâtrerie;DINC abdullah; 29 COURS TOLSTOI 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,873218;45,763857;;
Travaux de peinture et vitrerie;SANCHEZ carlos; 2 RUE ALFRED DE MUSSET 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,91338;45,755876;;
Travaux de peinture et vitrerie;PROIETTI alain; 788 CHEMIN DE COMBE MARTIN 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,862186;45,800471;;
Travaux de plâtrerie;CHEVALIER pascal; 47 RUE THOMAS BLANCHET 69008 LYON;LYON;69008;;4,883741;45,737513;;
Travaux de revètements des sols et des murs;LOPES BARROSO augusto; 9 RUE WILSON 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,94349;45,767604;;
Travaux de peinture et vitrerie;ETABLISSEMENTS RISPOLI; 159 AVENUE PAUL KRUGER 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,90708;45,753901;;
Travaux de peinture et vitrerie;AXE; 47 AVENUE VICTOR HUGO 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,784523;45,766475;;
Travaux de peinture et vitrerie;RAVALTEX; 3 RUE JEAN-MARIE MERLE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,911266;45,778013;;
Travaux de peinture et vitrerie;SMARA mustafa; 59 CHEMIN DU MOULIN CARRON 69570 DARDILLY;DARDILLY;69570;;4,768005;45,802487;;
Travaux de revètements des sols et des murs;RULL eric; 28 ROUTE D'IRIGNY 69530 BRIGNAIS;BRIGNAIS;69530;;4,770838;45,670166;;
Travaux de revètements des sols et des murs;SOLS MURS REALISATION; 67 RUE JEAN ZAY 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,904623;45,710835;;
Travaux de plâtrerie;GONCALVES MARQUES antonio manuel; 83 SENTIER DE LA VERANDE 69380 CIVRIEUX-D'AZERGUES;CIVRIEUX-D'AZERGUES;69380;;4,718499;45,864375;;
Travaux de plâtrerie;MARQUES augusto; 19 RUE DU JACQUEMET 69890 LA TOUR-DE-SALVAGNY;LA TOUR-DE-SALVAGNY;69890;;4,706334;45,815122;;
Travaux de peinture et vitrerie;TOULOUMET didier; 24 RUE DU BOURDEAU 69330 JONAGE;JONAGE;69330;;5,05776;45,801336;;
Travaux de plâtrerie;SOLER joackim; 30 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX;VENISSIEUX;69200;;4,859251;45,729327;;
Agencement de lieux de ventes;SIMON david;   LE PEYNE 69510 THURINS;THURINS;69510;;4,631905;45,689853;;
Agencement de lieux de ventes;ALTITUDE EXPO;Z.I NORD  ROUTE D'IRIGNY 69530 BRIGNAIS;BRIGNAIS;69530;;4,767311;45,673156;;
Travaux de plâtrerie;BOULMEDAIS moussa;CHEZ MME AYARI 2 RUE SAINT THEODORE 69003 LYON;LYON;69003;;4,863468;45,749694;;
Travaux de revètements des sols et des murs;CORTI jean; 469 AVENUE BEN GOURION 69009 LYON;LYON;69009;;4,788166;45,788153;;
Travaux de peinture et vitrerie;COURTADON; 66 AVENUE DES BRUYERES 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,942521;45,756997;;
Travaux de plâtrerie;MIGAOU badreddine; 1 RUE CENTRALE 69720 SAINT-LAURENT-DE-MURE;SAINT-LAURENT-DE-MURE;69720;;5,059922;45,675447;;
Travaux de plâtrerie;ROSA jean; 184 IMPASSE DES ACACIAS 69700 MONTAGNY;MONTAGNY;69700;;4,761236;45,62225;;
Travaux de peinture et vitrerie;SERGENT bruno; 216 MONTEE DES TIERS 69400 PORTE DES PIERRES DOREES;PORTE DES PIERRES DOREES;69400;;4,666061;45,963202;;
Travaux de plâtrerie;POLLET thierry; 23 RUE DES GENETS 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,794122;45,738005;;
Travaux de revètements des sols et des murs;RIVIERE laurent; 2 ROUTE DE RONTALON 69510 THURINS;THURINS;69510;;4,650228;45,679247;;
Travaux de peinture et vitrerie;AGI; 7 RUE DE L'OISELIERE 69009 LYON;LYON;69009;;4,802227;45,775083;;
Travaux de plâtrerie;FIORINI alain; 39 CHEMIN DE GRANGE BLANCHE 69960 CORBAS;CORBAS;69960;;4,902742;45,664427;;
Travaux de plâtrerie;DA SILVA antonio; 44 RUE DE LA FAVORITE 69005 LYON;LYON;69005;;4,809204;45,756979;;
Travaux de peinture et vitrerie;OCAL halim; 28 RUE SOEUR JANIN 69005 LYON;LYON;69005;;4,7997;45,761887;;
Travaux de peinture et vitrerie;DE MAGALAHES joaquim; 3 CHEMIN DE LA CHAPELLE 69360 TERNAY;TERNAY;69360;;4,794717;45,596128;;
Travaux de plâtrerie;REZGUI refaad; 42 RUE MICHEL SERVET 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,878893;45,76574;;
Travaux de peinture et vitrerie;S M RENOV; 26 ROUTE DE GENAS 69003 LYON;LYON;69003;;4,878087;45,754896;;
Travaux de revètements des sols et des murs;PALMISANO stefano; 25 RUE CHALLEMEL LACOUR 69007 LYON;LYON;69007;;4,833677;45,729827;;
Travaux de revètements des sols et des murs;DINCSOY ali; 22 RUE ANDRE SABATIER 69520 GRIGNY;GRIGNY;69520;;4,78561;45,609752;;
Travaux de peinture et vitrerie;YVES MICHEL DECORATION yves; 119 ALLEE DE L'EGLISE 69700 MONTAGNY;MONTAGNY;69700;;4,746553;45,62344;;
Travaux de peinture et vitrerie;DA COSTA RAMUSGA rui; 21 RUE DE MARSEILLE 69007 LYON;LYON;69007;;4,840737;45,75235;;
Travaux de plâtrerie;DE BARROS luis; 3 RUE JOSEPH VOLAY 69210 SAIN-BEL;SAIN-BEL;69210;;4,599097;45,810737;;
Travaux de peinture et vitrerie;BAGLIONI serge; 10 RUE DE L'ABBE PAPON 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,772266;45,751787;;
Travaux de plâtrerie;CAMELO carlos;CHEZ MME FERREIRA JORGE 8 RUE JUSTIN GODART 69004 LYON;LYON;69004;;4,835624;45,775841;;
Travaux de plâtrerie;BOUGUILA abderrazak; 2 RUE DE L'ESPERANCE 69003 LYON;LYON;69003;;4,874953;45,758357;;
Travaux de peinture et vitrerie;BLANC DECOR;Z I LE PONTCHONNIERE  ROUTE DES EGLANTIERS 69210 SAVIGNY;SAVIGNY;69210;;4,589132;45,820692;;
Travaux de peinture et vitrerie;EXOPEINT; 626 BOULEVARD NAPOLEON BULLUKIAN 69830 SAINT-GEORGES-DE-RENEINS;SAINT-GEORGES-DE-RENEINS;69830;;4,718934;46,052898;;
Travaux de peinture et vitrerie;ENTREPRISES DIMITRIO FRERES; 9 ALLEE DES HIRONDELLES 69740 GENAS;GENAS;69740;;5,008493;45,72718;;
Travaux de peinture et vitrerie;BREDA FRERES;  CHEMIN DES MURIERS 69430 LANTIGNIE;LANTIGNIE;69430;;4,611783;46,140011;;
Travaux de peinture et vitrerie;DOSSER lionel; 22 RUE DES GERANIUMS 69320 FEYZIN;FEYZIN;69320;;4,866658;45,667148;;
Travaux de peinture et vitrerie;DE SOUSA lucien; 10 RUE CAMILLE KOECHLIN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,887811;45,763222;;
Agencement de lieux de ventes;BOISSON + PARTNERS; 68 AVENUE CHANOINE CARTELLIER 69230 SAINT-GENIS-LAVAL;SAINT-GENIS-LAVAL;69230;;4,783187;45,675561;;
Travaux de peinture et vitrerie;TEC MO BAT RHONE ALPES; 61 RUE MATHIEU DUSSURGEY 69190 SAINT-FONS;SAINT-FONS;69190;;4,861911;45,712342;;
Travaux de revètements des sols et des murs;LAHRACHE merouane; 6 RUE GREUZE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,893071;45,773558;;
Travaux de peinture et vitrerie;DUPUIS thierry; 23 BOULEVARD EUGENE DERUELLE 69003 LYON;LYON;69003;;4,854678;45,763112;;
Travaux de peinture et vitrerie;ECUBAT; 38 ROUTE DE CHARLY 69230 SAINT-GENIS-LAVAL;SAINT-GENIS-LAVAL;69230;;4,794814;45,687524;;
Travaux de plâtrerie;CIMTOSUM yusuf; 27 RUE JEAN JAURES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880418;45,757045;;
Autres travaux de finition;RADU jean;BAT 1 50 BOULEVARD DU 11 NOVEMBRE 1918 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,864341;45,778949;;
Travaux de plâtrerie;DE OLIVEIRA CARVALHO franquelin; 17 ROUTE DE LYON 69250 FLEURIEU-SUR-SAONE;FLEURIEU-SUR-SAONE;69250;;4,840257;45,864419;;
Autres travaux de finition;KHARCHI cherif; 2 RUE LOUIS 69003 LYON;LYON;69003;;4,887465;45,754123;;
Travaux de revètements des sols et des murs;MORAT denis; 22 RUE DE BOYER 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,784629;45,758705;;
Travaux de peinture et vitrerie;PETITO michel; 36 AVENUE MARCELIN BERTHELOT 69520 GRIGNY;GRIGNY;69520;;4,784188;45,598709;;
Travaux de plâtrerie;VAZ carlos;LIEU DIT MURIOU 63 RUE NEUVE 69330 PUSIGNAN;PUSIGNAN;69330;;5,062077;45,754874;;
Travaux de peinture et vitrerie;ENTREPRISE FAVERO; 7 ALLEE DES MURIERS 69360 COMMUNAY;COMMUNAY;69360;;4,829891;45,603691;;
Travaux de peinture et vitrerie;ALAIN VITRERIE alain; 48 RUE VAUCANSON 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,938706;45,753513;;
Travaux de peinture et vitrerie;PARE ET CIE; 163 RUE ALEXIS PERRONCEL 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,885738;45,7764;;
Travaux de plâtrerie;NAGARA farid; 6 IMPASSE DE LA RIZE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,91175;45,769885;;
Travaux de revètements des sols et des murs;PERRIN PARQUET; 14 CHEMIN DES RONZIERES 69390 VOURLES;VOURLES;69390;;4,760076;45,659809;;
Travaux de plâtrerie;MEGUENNI TANI benoit;RES SEMAILLES 9 RUE DE BRUXELLES 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,907717;45,818552;;
Travaux de plâtrerie;ZARRAI naji; 6 ALLEE JACQUES DUCLOS 69700 GIVORS;GIVORS;69700;;4,762702;45,603952;;
Travaux de revètements des sols et des murs;MOSAIQUE CARRELAGE ENTREPRISE - M.C.E.; 5 IMPASSE BURDY 69390 VERNAISON;VERNAISON;69390;;4,814031;45,647593;;
Travaux de plâtrerie;EL MHAMDI EL ALAOUI chafik; 14 RUE JULES MICHELET 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,891735;45,813613;;
Travaux de peinture et vitrerie;BEN RICHE samir; 4 RUE PIERRE DUPONT 69450 SAINT-CYR-AU-MONT-D'OR;SAINT-CYR-AU-MONT-D'OR;69450;;4,816904;45,813946;;
Travaux de peinture et vitrerie;MOREL SAS;PARC ODYSSEE 1 10 RUE ROGER PLANCHON 69200 VENISSIEUX;VENISSIEUX;69200;;4,872058;45,705141;;
Travaux de revètements des sols et des murs;BRICAGE christophe;BAT.4  ALLEE F 10 AVENUE DE MENIVAL 69005 LYON;LYON;69005;;4,786042;45,756849;;
Travaux de plâtrerie;DAG alain; 41 AVENUE DOUAUMONT 69009 LYON;LYON;69009;;4,811126;45,79219;;
Travaux de plâtrerie;ELPP abdelmalek; 8 AVENUE GEORGES ROUGE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,920785;45,78616;;
Travaux de revètements des sols et des murs;SOCIETE TARCHOUNI KEITA RENOVATION; 3 RUE COMMANDANT DUBOIS 69003 LYON;LYON;69003;;4,843133;45,75971;;
Travaux de revètements des sols et des murs;AIN CARRELAGES; 143 ROUTE DE GRENOBLE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,977023;45,710444;;
Travaux de peinture et vitrerie;CHEIKH abdelilah; 54 RUE DES ROSES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,906959;45,751938;;
Autres travaux de finition;KINALI muharrem; 447 RUE PIERRE BERTHIER 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,727106;45,986114;;
Travaux de revètements des sols et des murs;CHERCHI marc; 46 RUE SULLY 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,973773;45,770139;;
Travaux de plâtrerie;MAIK LAHMADI samir;  ROUTE SAINT JEAN D'ARCHE 69360 SIMANDRES;SIMANDRES;69360;;4,8705;45,603551;;
Travaux de plâtrerie;SARL VINCIGUERRA; 19 RUE GABRIEL PERI 69700 GIVORS;GIVORS;69700;;4,790203;45,574453;;
Autres travaux de finition;NOUVELLES CLOISONS ISOLATION; 185 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,935866;45,756468;;
Travaux de plâtrerie;SOCIETE TORRAO & TORRAO; 9 RUE DE LA PERLERIE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,929562;45,750551;;
Travaux de peinture et vitrerie;M CH CARETTI marie; 5 PASSAGE GONIN 69001 LYON;LYON;69001;;4,824508;45,768898;;
Travaux de plâtrerie;BAZOGE olivier; 13 CHEMIN DE TOUS VENTS 69640 VILLE-SUR-JARNIOUX;VILLE-SUR-JARNIOUX;69640;;4,612293;45,972821;;
Travaux de peinture et vitrerie;CHEGUETTINE nourredine; 63 RUE DES MARTYRS DE LA RESISTANCE 69200 VENISSIEUX;VENISSIEUX;69200;;4,872725;45,690451;;
Travaux de plâtrerie;GUL mehmet; 10 RUE SERGE RAVANEL 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,917463;45,753277;;
Travaux de plâtrerie;OZOGUL abdullah; 47 RUE LAFONTAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880331;45,760267;;
Travaux de plâtrerie;DAUMER jean; 157 RUE MARCEL MERIEUX 69007 LYON;LYON;69007;;4,830297;45,736744;;
Travaux de revètements des sols et des murs;COSTANTINI serge; 85 RUE DES GORDES 69360 SIMANDRES;SIMANDRES;69360;;4,871538;45,61983;;
Travaux de peinture et vitrerie;GUL huseyin; 47 RUE JEAN ET JOSEPHINE PEYRI 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,9279;45,782435;;
Autres travaux de finition;BARLERIN christophe; 105 ALLEE DE LA ROSERAIE 69380 DOMMARTIN;DOMMARTIN;69380;;4,710744;45,834618;;
Travaux de plâtrerie;ANTUNES francois; 31 RUE ETIENNE DOLET 69190 SAINT-FONS;SAINT-FONS;69190;;4,858268;45,705954;;
Travaux de plâtrerie;DA SILVA RODRIGUES jose; 78 RUE FRANKLIN 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,931123;45,789807;;
Travaux de plâtrerie;MARSELLA patrick; 92 ROUTE DE GENAS 69003 LYON;LYON;69003;;4,886587;45,754176;;
Travaux de revètements des sols et des murs;P P S PLATRES ET POSES SERVICE; 352 COURS EMILE ZOLA 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,89985;45,765687;;
